,Network,User,Date,Text,Positive,Neutral,Negative,Compound
374,@NYT,AugustPyke,Wed Nov 01 21:04:51 +0000 2017,"@TLPCon @Truthdojo @NYT The Unibomber, Oaklahoma bombing, vegas shooting.  gang slaughters.  the IRA were terrorist… https://t.co/i0OJfUn0WA",0.0,1.0,0.0,0.0
375,@NYT,Jason R. Wilson,Wed Nov 01 21:02:45 +0000 2017,@affectScience @NYT @ruthwhippman Others may facilitate happiness but don't create happiness.  If our happiness is… https://t.co/x741Z5Pc4J,0.46,0.456,0.084,0.8974
376,@NYT,Rosie Unmasked,Wed Nov 01 21:02:21 +0000 2017,RT @awebberaz: @StormShadow_1 @Thomas1774Paine @TruthinGov2016 @KKNoMates @JoeyaLowe @NYT @SaraCarterDC THOMPSON IS CALLING FOR CIVIL WAR!…,0.0,1.0,0.0,0.0
377,@NYT,AugustPyke,Wed Nov 01 21:01:49 +0000 2017,@TLPCon @Truthdojo @NYT not true.  there are small terror grouos and gangs all over the world that are not muslim.… https://t.co/imElehnsE4,0.0,0.768,0.232,-0.6939
378,@NYT,Stuff I saw,Wed Nov 01 20:50:54 +0000 2017,@jason_a_w @letsgomathias So the full page ad in @NYT is a mirage? Explain. You are so fake news @RealAlexJones… https://t.co/nVk3fJ9TCT,0.0,0.819,0.181,-0.6113
379,@NYT,what's next,Wed Nov 01 20:49:28 +0000 2017,@BlogLiberally @KyleYSpencer @NYT @andrewkolodny I mean you know it wasn't just him lol.  They all saw a perfect op… https://t.co/ly0P0BQ9BM,0.168,0.726,0.106,0.3331
380,@NYT,Lluis Cathsum,Wed Nov 01 20:47:11 +0000 2017,"@JulianAssange @junqueras @nyt shows clearly the opinion is from ""vice-president of catalonia"" @junqueras, as the t… https://t.co/9kLL3SpvPW",0.144,0.856,0.0,0.4019
381,@NYT,what's next,Wed Nov 01 20:47:10 +0000 2017,@KyleYSpencer @BlogLiberally @NYT @andrewkolodny They were treating then things got crazy,0.0,0.806,0.194,-0.34
382,@NYT,what's next,Wed Nov 01 20:45:49 +0000 2017,"RT @BlogLiberally: @KyleYSpencer @NYT @andrewkolodny As I said PEOPLE WILL NOT LIVE IN PAIN! If they can't get relief from ""Dr Real"" they'l…",0.0,0.744,0.256,-0.7832
383,@NYT,what's next,Wed Nov 01 20:45:45 +0000 2017,"RT @BlogLiberally: @KyleYSpencer @NYT @andrewkolodny Hang with me I PROMISE a fairly amazing payoff!
Anyways PEOPLE WILL NOT LIVE IN PAIN!…",0.304,0.696,0.0,0.8135
384,@NYT,what's next,Wed Nov 01 20:43:50 +0000 2017,@KyleYSpencer @BlogLiberally @NYT @andrewkolodny They didnt forget anything,0.192,0.808,0.0,0.1695
385,@NYT,what's next,Wed Nov 01 20:43:16 +0000 2017,"RT @KyleYSpencer: @BlogLiberally @NYT @andrewkolodny A lot of folks addressing the opioid/fentanyl ""crisis"" talk openly about finding a goo…",0.0,1.0,0.0,0.0
386,@NYT,BlogLiberally™®,Wed Nov 01 20:42:33 +0000 2017,@KyleYSpencer @NYT @andrewkolodny And my what big tweets you have....?,0.0,1.0,0.0,0.0
387,@NYT,BlogLiberally™®,Wed Nov 01 20:41:40 +0000 2017,"RT @KyleYSpencer: @BlogLiberally @NYT @andrewkolodny A lot of folks addressing the opioid/fentanyl ""crisis"" talk openly about finding a goo…",0.0,1.0,0.0,0.0
388,@NYT,BlogLiberally™®,Wed Nov 01 20:41:31 +0000 2017,@KyleYSpencer @NYT @andrewkolodny As a pain patient I assure Pain Doctors have not. The current culling of pain pat… https://t.co/QGEkjScB2e,0.091,0.532,0.376,-0.8176
389,@NYT,John Tarnoff,Wed Nov 01 20:40:48 +0000 2017,Classic piece in @nyt by @annekarpf about the virtues of aging...#Boomers: are we starting to feel it? https://t.co/Kq7qCFFTlz,0.128,0.872,0.0,0.3612
390,@NYT,Thomas,Wed Nov 01 20:25:21 +0000 2017,"@AugustPyke @Truthdojo @NYT This is true, but you do understand all foreign terroist are muslim right ? Leaving out antifa of course.",0.087,0.913,0.0,0.2263
391,@NYT,Brenda Scott,Wed Nov 01 20:24:39 +0000 2017,@GOP  this is on you.  @CNN @NYT  Why is this not front page news every day? https://t.co/u0p5E8TQW9,0.0,1.0,0.0,0.0
392,@NYT,REDSWhinez,Wed Nov 01 20:23:37 +0000 2017,"@RealAlexJones @infowars @nytimes if the @NYT had any balls, decency, or common sense at all, they wouldn't have ev… https://t.co/MFDy2rl7pl",0.0,1.0,0.0,0.0
393,@NYT,Brenda Scott,Wed Nov 01 20:17:11 +0000 2017,"@cnn @NYT Be sure to mention this in your reporting.  To be clear, I mean the bit about the @GOP blocking it. https://t.co/xIqlYzKf69",0.185,0.717,0.098,0.3182
394,@NYT,987s,Wed Nov 01 20:16:42 +0000 2017,@NYT Makes as much sense as discrimination against gun owners after Las Vegas shooting of 600 people.,0.0,0.87,0.13,-0.34
395,@NYT,? Christie  ?,Wed Nov 01 20:14:06 +0000 2017,RT @awebberaz: @StormShadow_1 @Thomas1774Paine @TruthinGov2016 @KKNoMates @JoeyaLowe @NYT @SaraCarterDC THOMPSON IS CALLING FOR CIVIL WAR!…,0.0,1.0,0.0,0.0
396,@NYT,K-Dude,Wed Nov 01 20:11:14 +0000 2017,RT @awebberaz: @StormShadow_1 @Thomas1774Paine @TruthinGov2016 @KKNoMates @JoeyaLowe @NYT @SaraCarterDC THOMPSON IS CALLING FOR CIVIL WAR!…,0.0,1.0,0.0,0.0
397,@NYT,WUCDTR,Wed Nov 01 20:01:20 +0000 2017,A Lesson From the Biggest Losers: Exercise Keeps Off the Weight via @NYT  https://t.co/iF3ZhpGcr4,0.0,0.779,0.221,-0.5267
398,@NYT,Allen Yuhas,Wed Nov 01 20:01:03 +0000 2017,"Nice shout-out for KPMG: ""Following the (Bike) Trail to @Amazon’s Second Headquarters,"" via @NYT. #HQ2 https://t.co/WVUj4cYcY6",0.157,0.843,0.0,0.4215
399,@NYT,Shirley Burns Perry,Wed Nov 01 19:54:39 +0000 2017,"@RealAlexJones @nytimes @infowars Dear @NYT, a truck did not plan the event,now,did it? A man or group did that. Truck feels used!",0.132,0.868,0.0,0.4389
400,@CBS,ray mallaber 3,Thu Nov 02 00:06:01 +0000 2017,RT @shemarmoore: @swatcbs is gonna be a THRILL ride y’all !!!!  TUNE IN TOMORROW NIGHT on @CBS &amp; @Global_TV 10/9c ...https://t.co/duxbpEPb9u,0.188,0.812,0.0,0.6598
401,@CBS,Melissa Faulkner,Thu Nov 02 00:05:47 +0000 2017,RT @shemarmoore: @swatcbs is gonna be a THRILL ride y’all !!!!  TUNE IN TOMORROW NIGHT on @CBS &amp; @Global_TV 10/9c ...https://t.co/duxbpEPb9u,0.188,0.812,0.0,0.6598
402,@CBS,Mike G,Thu Nov 02 00:05:35 +0000 2017,"RT @CBS: Don't miss @KelseaBallerini headline #TheThanksgivingDayParade on CBS, live from New York City on Thurs, Nov. 23. https://t.co/v4t…",0.074,0.926,0.0,0.1139
403,@CBS,bryan hamm,Thu Nov 02 00:05:26 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
404,@CBS,???????????,Thu Nov 02 00:05:23 +0000 2017,"RT @CBS: Michael Jackson's Halloween will enchant you with music, magic &amp; more! Watch the full special now: https://t.co/T3hlVVTfSB #MJHall…",0.136,0.864,0.0,0.4574
405,@CBS,Jeremy Bement,Thu Nov 02 00:05:11 +0000 2017,Boo @CBS for pulling #memyselfandi - it’s funny and has heart. Cheers to @bibbymoynihan and everyone else involved. Bring it back now!!!,0.266,0.734,0.0,0.783
406,@CBS,???????????,Thu Nov 02 00:05:10 +0000 2017,RT @MJJLegion: Thank you @CBS for honoring Michael Jackson's legacy! We hope to see the #MJHalloween special again next year! ? https://t.c…,0.413,0.587,0.0,0.8997
407,@CBS,Don,Thu Nov 02 00:05:10 +0000 2017,"So true, but they watch / read / these POS @cnn @nbc @cbs @msnbc @nytimes @washingtonpost  @npr @pbs https://t.co/rcW7eMj3OY",0.113,0.887,0.0,0.2609
408,@CBS,???????????,Thu Nov 02 00:05:04 +0000 2017,RT @CBS: “Music must be the answer!” #MJHalloween https://t.co/t4UTfizfIn,0.0,1.0,0.0,0.0
409,@CBS,lai loves harry ?,Thu Nov 02 00:04:53 +0000 2017,@CBS how dare you cancel me myself and i...,0.0,0.8,0.2,-0.25
410,@CBS,Shemar Moore,Thu Nov 02 00:04:33 +0000 2017,@swatcbs is gonna be a THRILL ride y’all !!!!  TUNE IN TOMORROW NIGHT on @CBS &amp; @Global_TV 10/9c ...https://t.co/duxbpEPb9u,0.206,0.794,0.0,0.6598
411,@CBS,Robert,Thu Nov 02 00:04:14 +0000 2017,"@CBS I like #CBSAllAccess. #STD is great, but I also liked #AmericanGothic and #Brain dead. Please more shows like these.",0.442,0.373,0.185,0.7391
412,@CBS,Mr. PEC-Tacular™,Thu Nov 02 00:04:01 +0000 2017,RT @DonnaVitale4: @MrPEC_Tacular @WrestlingInc @DLTMovie @CBS @CBSDaytime @BonnieTV @andreoliveeira1 @StarlightRoad @xjahax @ragingstorm74…,0.0,1.0,0.0,0.0
413,@CBS,Jeremy C. F?x,Thu Nov 02 00:03:49 +0000 2017,@kenjimallon @CBS It’s a bad move and I predict it will not pay off.,0.088,0.676,0.237,-0.4946
414,@CBS,Joshua Albarran,Thu Nov 02 00:03:43 +0000 2017,.@cbsboston has continuing coverage on #NYCTerrorAttack 8p on @mytv38 w @PaulaEbbenWBZ &amp; @LiamWBZ and 11p on @CBS w… https://t.co/yqtRbu4r7h,0.0,1.0,0.0,0.0
415,@CBS,glenda george,Thu Nov 02 00:03:23 +0000 2017,RT @Jali_Cat: This man needs to be honored! Too bad #FakeNews MSM @NBC @CBS @CNN @CNNPolitics @nytimes @washingtonpost won’t be doing so #W…,0.143,0.734,0.122,0.1511
416,@CBS,???????????,Thu Nov 02 00:03:15 +0000 2017,"RT @CBS: ?@BigBangTheory's Jim Parsons is thrilled to celebrate ""the soundtrack to his life"" with Michael Jackson's Halloween, tomorrow at…",0.268,0.732,0.0,0.765
417,@CBS,Speaker Swampturd,Thu Nov 02 00:03:02 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
418,@CBS,f-stop,Thu Nov 02 00:02:58 +0000 2017,@CBS Fake News #MAGA https://t.co/V26jvOaoCm,0.0,0.563,0.437,-0.4767
419,@CBS,John Rineer,Thu Nov 02 00:02:56 +0000 2017,@jzman299 @Jali_Cat @nbc @CBS @CNN @CNNPolitics @nytimes @washingtonpost The NFL will probably be taking. A knee th… https://t.co/VW2BoN39qr,0.0,1.0,0.0,0.0
420,@CBS,ParrotLady,Thu Nov 02 00:02:55 +0000 2017,RT @swatcbs: @CBS reignites an American legend! @swatcbs premieres Thursday Nov 2 10/9c. https://t.co/5dg3mfBEqz,0.0,1.0,0.0,0.0
421,@CBS,Theresa Smith,Thu Nov 02 00:02:32 +0000 2017,"RT @dinoroc74: Not only does #MajorCrimes have a superior cast, but look at the quality guest stars they have attracted @CBS @amazon! #Save…",0.238,0.762,0.0,0.7385
422,@CBS,Theresa Smith,Thu Nov 02 00:02:32 +0000 2017,RT @dinoroc74: We need more of Dr. Morales! #SaveMajorCrimes @CBS @amazon. The doctor has not finished his examinations! #MajorCrimes https…,0.0,1.0,0.0,0.0
423,@CBS,Kenji,Thu Nov 02 00:02:19 +0000 2017,"@JeremyCFox @CBS I really liked the pilot and adore the cast, a shame the share is restricted to those that are willing to try new platform",0.265,0.566,0.17,0.4927
424,@CBS,V,Thu Nov 02 00:02:06 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
425,@CBS,Jacque D,Thu Nov 02 00:02:03 +0000 2017,@bibbymoynihan @ItsJBB3 @jaleelwhite @MeMyselfAndICBS This show has so much heart and great characters talent chemi… https://t.co/cHoD2J3hUB,0.33,0.67,0.0,0.7845
426,@CBS,uoa15,Thu Nov 02 00:01:36 +0000 2017,RT @sportsfan_james: @SenSchumer @CNN @NancyPelosi @nbc  @CBS  @ABC hope you all take &amp; really listen to the heart ache family's are facing…,0.114,0.784,0.102,0.0772
427,@CBS,John Rineer,Thu Nov 02 00:01:33 +0000 2017,RT @jzman299: @Jali_Cat @nbc @CBS @CNN @CNNPolitics @nytimes @washingtonpost They might be honoring Saipov for taking a bullet while identi…,0.155,0.845,0.0,0.5106
428,@CBS,Donna,Thu Nov 02 00:01:09 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
429,@CBS,PD1TWO Leo,Thu Nov 02 00:01:04 +0000 2017,RT @kb7clx: Pls look at this ChangeOrg petition to ask @CBS to give #HamRadio a fair shake after a bogus #NCIS episode. Thanks! https://t.c…,0.256,0.679,0.064,0.6239
430,@CBS,??,Thu Nov 02 00:00:56 +0000 2017,"RT @whispernghope: Watching @NCIS_CBS thinking what a fab addition #MajorCrimes would be to the @CBS lineup! 
#SaveMajorCrimes https://t.co…",0.171,0.829,0.0,0.5093
431,@CBS,leaner meaner Amina,Thu Nov 02 00:00:53 +0000 2017,RT @ZoeListerJones: #WCW @AngeliqueCabral @HunterHaleyKing @hollyjbarrett (@LifeInPiecesCBS premieres tomorrow at 9:30/8:30C on @CBS!) http…,0.0,1.0,0.0,0.0
432,@CBS,Jeremy C. F?x,Thu Nov 02 00:00:45 +0000 2017,@kenjimallon @CBS I mostly like the show but the platform is frustrating and seems designed for the benefit of adve… https://t.co/kk1cCaQBny,0.216,0.639,0.145,0.2263
433,@CBS,Calum MacDonell,Thu Nov 02 00:00:32 +0000 2017,@CBS pulls @MeMyselfAndICBS - please don’t drop it: @IamBrianUnger amazing in this- nice to see a TV family that actually gets along.,0.33,0.593,0.078,0.7783
434,@CBS,Shawn Klein,Thu Nov 02 00:00:10 +0000 2017,Pls look at this ChangeOrg petition to ask @CBS to give #HamRadio a fair shake after a bogus #NCIS episode. Thanks! https://t.co/RHgNRO23MT,0.277,0.653,0.069,0.6239
435,@CBS,Fenny Liu,Thu Nov 02 00:00:01 +0000 2017,"RT @dinoroc74: Not only does #MajorCrimes have a superior cast, but look at the quality guest stars they have attracted @CBS @amazon! #Save…",0.238,0.762,0.0,0.7385
436,@CBS,Fenny Liu,Wed Nov 01 23:59:57 +0000 2017,"RT @AShippersLife: ? #Shandy, you deserve a nap after fighting crime 24/7. Don’t worry, we got this! This is why we fight. @cbs @AmazonVide…",0.0,0.604,0.396,-0.8955
437,@CBS,Fenny Liu,Wed Nov 01 23:59:55 +0000 2017,"RT @nblackburn01: .@CBS need proof of @tntdrama's lack of #MajorCrimes promo? 3 days to S6 premiere, this is their header! #savemajorcrimes…",0.0,0.88,0.12,-0.3802
438,@CBS,Fenny Liu,Wed Nov 01 23:59:52 +0000 2017,RT @nblackburn01: .@cbs @tntdrama own #'s list #MajorCrimes viewership at 10 mil. Imagine ratings on BROADCAST &amp; the power of the #1 networ…,0.0,1.0,0.0,0.0
439,@CBS,Fenny Liu,Wed Nov 01 23:59:49 +0000 2017,RT @dinoroc74: We need more of Dr. Morales! #SaveMajorCrimes @CBS @amazon. The doctor has not finished his examinations! #MajorCrimes https…,0.0,1.0,0.0,0.0
440,@CBS,Fenny Liu,Wed Nov 01 23:59:44 +0000 2017,RT @nblackburn01: .@CBS Major Crimes is a show of firsts. You could be part of history in moving a show from cable to broadcast. #savemajor…,0.0,1.0,0.0,0.0
441,@CBS,Fenny Liu,Wed Nov 01 23:59:41 +0000 2017,RT @dinoroc74: #ProFlynnza is the perfect addition to the long list of epic bromances you've had on your network @CBS! #SaveMajorCrimes  @A…,0.16,0.84,0.0,0.6114
442,@CBS,Fenny Liu,Wed Nov 01 23:59:37 +0000 2017,RT @dinoroc74: Set your calendar alarms! Watch #MajorCrimes S6 LIVE! Tweet LIVE! Let's show @CBS&amp; @amazonwhy they should #SaveMajorCrimes!…,0.0,0.846,0.154,-0.5053
443,@CBS,PJS,Wed Nov 01 23:59:35 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
444,@CBS,Fenny Liu,Wed Nov 01 23:59:33 +0000 2017,RT @DidiFromHolland: #savemajorcrimes It's the best show ever!! Every Friday&amp;Saturday aired in The Netherlands!! All across the ocean! @CBS…,0.23,0.77,0.0,0.7482
445,@CBS,Kenji,Wed Nov 01 23:59:27 +0000 2017,"@JeremyCFox @CBS Yeah, that's why I haven't watched Star Trek since the televised pilot, don't need a new crappy platform.",0.243,0.757,0.0,0.6278
446,@CBS,Mark Gospodarek,Wed Nov 01 23:59:22 +0000 2017,RT @Jali_Cat: This man needs to be honored! Too bad #FakeNews MSM @NBC @CBS @CNN @CNNPolitics @nytimes @washingtonpost won’t be doing so #W…,0.143,0.734,0.122,0.1511
447,@CBS,Kenneth Miller,Wed Nov 01 23:58:43 +0000 2017,@CBS Nope!,0.0,1.0,0.0,0.0
448,@CBS,Bradley Scott ??,Wed Nov 01 23:58:41 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
449,@CBS,Dawnie Rotten ?? ?,Wed Nov 01 23:58:30 +0000 2017,@CBS is #FakeNews #CNNisISIS #MSMisISIS https://t.co/expnGvmw3q,0.0,1.0,0.0,0.0
450,@CBS,Deb Wyllie,Wed Nov 01 23:58:22 +0000 2017,"@usweekly Please no, won’t watch!! @CBS",0.317,0.44,0.242,0.1739
451,@CBS,Miss Hauntcore ?,Wed Nov 01 23:58:16 +0000 2017,NOOOOOO!!!!! #memyselfandi was a treasure!  HOW DARE YOU @CBS https://t.co/bhTBfiavK5,0.296,0.704,0.0,0.5216
452,@CBS,Mancad,Wed Nov 01 23:57:58 +0000 2017,@CNN @FoxNews @MSNBC @ABC @CBS @nbc Does anyone believe 1 network is NOT bias. If so which?,0.0,0.915,0.085,-0.1027
453,@CBS,Lê,Wed Nov 01 23:57:50 +0000 2017,"RT @CBS: Michael Jackson's Halloween will enchant you with music, magic &amp; more! Watch the full special now: https://t.co/T3hlVVTfSB #MJHall…",0.136,0.864,0.0,0.4574
454,@CBS,rickey reed,Wed Nov 01 23:57:22 +0000 2017,"@AMER Insurance @AaronDonald97 @ceeflashpee84 @ceeflashpee84 @cbs
The NFL,king of concealment &amp; disinformation, no… https://t.co/u6bggQmoQz",0.0,1.0,0.0,0.0
455,@CBS,Pesky Warrior,Wed Nov 01 23:57:08 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
456,@CBS,Robert Pealer,Wed Nov 01 23:56:59 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
457,@CBS,Jim Hagan #88 NFB#,Wed Nov 01 23:56:55 +0000 2017,"Tonite 8 pm on @CBS  
@survivorcbs @Live_Survivor 
@JeffProbst https://t.co/DTOqpwxl01",0.0,1.0,0.0,0.0
458,@CBS,Martin Selby Snr??,Wed Nov 01 23:56:33 +0000 2017,"RT @Phantoma101: @MulkinsJim @CNN @FoxNews @CBS Jews are responsible for my sinus condition &amp; dandruff. Is it too early for this?
https://t…",0.099,0.901,0.0,0.3182
459,@CBS,Barbara W,Wed Nov 01 23:56:31 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
460,@CBS,Jacque D,Wed Nov 01 23:55:53 +0000 2017,@CBS WHY?#memyselfandi has so much heart and such great talent..shame on you..I guess disgusting humor like 2 broke girls gets u further,0.291,0.502,0.207,0.3612
461,@CBS,Lê,Wed Nov 01 23:55:44 +0000 2017,RT @CBS: Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB #MJHalloween https://t.…,0.336,0.664,0.0,0.7959
462,@CBS,Steph Noel Garrison,Wed Nov 01 23:55:21 +0000 2017,@KarinaWaltersCD @CBS @swatcbs So excited!!,0.45,0.55,0.0,0.5068
463,@CBS,Hollywood Outbreak,Wed Nov 01 23:54:49 +0000 2017,SEAL Team’ Feels Unique To Star Jessica Paré https://t.co/WhESfMzDYq #JessicaParé @SEALTeamCBS @cbs #SEALTeam https://t.co/fjS28A7wwi,0.0,1.0,0.0,0.0
464,@CBS,Kristin Fennymore,Wed Nov 01 23:54:46 +0000 2017,RT @Jali_Cat: This man needs to be honored! Too bad #FakeNews MSM @NBC @CBS @CNN @CNNPolitics @nytimes @washingtonpost won’t be doing so #W…,0.143,0.734,0.122,0.1511
465,@CBS,L Laws,Wed Nov 01 23:54:14 +0000 2017,@aroseblush @TC05131904 How much has Trump got stashed away in case? #ImpeachTrump before the GOP GUT the middle cl… https://t.co/owkTeVhNii,0.0,1.0,0.0,0.0
466,@CBS,Kim Smith,Wed Nov 01 23:54:13 +0000 2017,RT @nvrggivup: the media did not elect @realDonaldTrump and they can`t vote him out. @CNN @MSNBC @ABC @CBS @NBC @FOX @nytimes https://t.co/…,0.0,1.0,0.0,0.0
467,@CBS,LordHighfixxer,Wed Nov 01 23:53:48 +0000 2017,"RT @DLeonhardt: Should a tax cut be the top priority of president and Congress?

Yes: 27%
No: 70%

(Per @CBS poll.)",0.181,0.645,0.173,0.0516
468,@CBS,nun ya,Wed Nov 01 23:53:30 +0000 2017,"RT @Kev_nyc: #NYCDebates2017 on @CBS 
This is getting Hot ? https://t.co/HEoTo1NkXj",0.0,1.0,0.0,0.0
469,@CBS,Popy Panayotou,Wed Nov 01 23:53:13 +0000 2017,RT @Jali_Cat: This man needs to be honored! Too bad #FakeNews MSM @NBC @CBS @CNN @CNNPolitics @nytimes @washingtonpost won’t be doing so #W…,0.143,0.734,0.122,0.1511
470,@CBS,Howard Wilson II,Wed Nov 01 23:52:58 +0000 2017,"@CBS And while we're at it, bring Maya back to @SuperiorDonuts",0.0,1.0,0.0,0.0
471,@CBS,Santos L. Halper,Wed Nov 01 23:52:36 +0000 2017,@RealHomeRecordn @CBS @netflix @hulu It’s not the network. It’s that there are too many choices. Consumers aren’t g… https://t.co/8aSXQl1gg5,0.0,1.0,0.0,0.0
472,@CBS,Tiffany McGinnis,Wed Nov 01 23:52:35 +0000 2017,"RT @MrPatrickMoss: @cbs @wisdomcbs @wisdomcbs #WisdomOfTheCrowd is TRENDING!!! KEEP IT UP, All. Keep it up!!! https://t.co/e1N8lWnIlq",0.0,1.0,0.0,0.0
473,@CBS,rightytightylefty...,Wed Nov 01 23:52:16 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
474,@CBS,Tikal.!.?,Wed Nov 01 23:51:53 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
475,@CBS,Aunt Annie,Wed Nov 01 23:51:47 +0000 2017,RT @MissMAJ77: Who's watching the mayoral debate on @CBS??,0.0,1.0,0.0,0.0
476,@CBS,REAL NEWS FAKE PREZ,Wed Nov 01 23:51:45 +0000 2017,@FIGHTINGVETERAN @NFL @nflcommish @espn @PapaJohns @Disney @comcast @CBS @CNN @AnheuserBusch https://t.co/WbK0qyyTU2,0.0,1.0,0.0,0.0
477,@CBS,Sarah McLean,Wed Nov 01 23:51:41 +0000 2017,@KarinaWaltersCD @CBS @swatcbs Congrats! Been waiting to see it!,0.332,0.668,0.0,0.6103
478,@CBS,k kruter,Wed Nov 01 23:51:37 +0000 2017,@CNN @MSNBC @ABC @NBC @CBS @washingtonpost @nytimes Repeat after me: Radical Islam Terrorist! Not Truck!,0.0,0.726,0.274,-0.7418
479,@CBS,Life Is Worth Living,Wed Nov 01 23:51:28 +0000 2017,RT @swatcbs: @CBS reignites an American legend! @swatcbs premieres Thursday Nov 2 10/9c. https://t.co/5dg3mfBEqz,0.0,1.0,0.0,0.0
480,@CBS,Piscesgyal,Wed Nov 01 23:51:13 +0000 2017,Who's watching the mayoral debate on @CBS??,0.0,1.0,0.0,0.0
481,@CBS,Larroquettishes,Wed Nov 01 23:50:06 +0000 2017,@rappsody74 @CBS @MeMyselfAndICBS @Kelencoleman @ReylynnCaster @MandellMaughan @IamBrianUnger Totally agree. I'd li… https://t.co/zfm9nkaxks,0.202,0.798,0.0,0.4201
482,@CBS,Navy Vet,Wed Nov 01 23:50:06 +0000 2017,"RT @ZeroDarkDori: @BoDietl  &amp; Nicole both ripping apart @BilldeBlasio on @CBS 
Haha #NYCMayor",0.2,0.8,0.0,0.4588
483,@CBS,DeplorableSleuth,Wed Nov 01 23:50:05 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
484,@CBS,Pan,Wed Nov 01 23:49:54 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
485,@CBS,THE MILITARY MATTERS,Wed Nov 01 23:49:51 +0000 2017,RT @FIGHTINGVETERAN: FIRE: @nflcommish #BoycottNFL #BoycottESPN @ESPN Boycott @PaPaJohns @Disney @Comcast @CBS #BoycottNFLSponsors #Budweis…,0.0,0.688,0.312,-0.6633
486,@CBS,MFP4073,Wed Nov 01 23:49:34 +0000 2017,RT @cliftonhfc1: I have stopped watching @CBS because of their deception regarding @realDonaldTrump @POTUS This comes as no surprise #Boyco…,0.087,0.622,0.29,-0.5994
487,@CBS,Deliyah Cameron,Wed Nov 01 23:49:17 +0000 2017,RT @swatcbs: @CBS reignites an American legend! @swatcbs premieres Thursday Nov 2 10/9c. https://t.co/5dg3mfBEqz,0.0,1.0,0.0,0.0
488,@CBS,Penny Deplorable,Wed Nov 01 23:49:17 +0000 2017,"RT @CB618444: ??@CBS Photoshops #NYC terrorist pic 2 make him look white. 
U can NOT make this shit up! 
LIBERALS are TERRORISTS 
https://t…",0.0,0.561,0.439,-0.9439
489,@CBS,Kenneth holt,Wed Nov 01 23:49:15 +0000 2017,RT @swatcbs: @CBS reignites an American legend! @swatcbs premieres Thursday Nov 2 10/9c. https://t.co/5dg3mfBEqz,0.0,1.0,0.0,0.0
490,@CBS,Raquel Schoebel,Wed Nov 01 23:48:50 +0000 2017,"@MasterJerry70 @CBS You're ignorant and need to leave if you seriously think that about him, It was already proven he was innocent",0.094,0.709,0.197,-0.1531
491,@CBS,Lisa Carl,Wed Nov 01 23:48:50 +0000 2017,@CBS please tell me that you are not cancelling the best new show in years!!!! #memyselfandi #needstostay,0.226,0.624,0.15,-0.3907
